No,Tanggal,Waktu (UTC),Lintang,Bujur,Kedalaman,Magnitude,Keterangan,Dirasakan
880,2026-03-26,19:02:06,-7.97,118.0254,10.0,2.34,79 km BaratLaut Kab. Bima-NTB,
881,2026-03-26,19:16:24,-7.95,118.966,32.6,2.01,62 km TimurLaut Kota Bima-NTB,
882,2026-03-26,19:26:39,-8.25,114.7739,10.0,2.02,20 km TimurLaut Kab. Jembrana-Bali,
883,2026-03-26,19:30:24,-9.37,115.0627,20.7,2.36,79 km Selatan Kota Denpasar-Bali,
884,2026-03-26,20:07:24,-10.14,118.7781,17.9,2.89,86 km BaratDaya Kab. Sumba Barat-NTT,
885,2026-03-26,20:23:40,-8.3,119.1014,13.9,2.09,45 km TimurLaut Kota Bima-NTB,
886,2026-03-26,21:04:29,-8.09,117.6286,10.0,2.18,50 km TimurLaut Kab. Sumbawa-NTB,
887,2026-03-26,21:10:10,-8.24,117.7262,21.0,1.99,44 km TimurLaut Kab. Sumbawa-NTB,
888,2026-03-26,21:12:18,-7.76,119.0384,33.3,2.17,85 km TimurLaut Kota Bima-NTB,
889,2026-03-26,21:15:18,-8.79,117.8551,10.0,1.48,58 km Tenggara Kab. Sumbawa-NTB,
890,2026-03-26,21:15:57,-9.2,117.7102,22.9,1.67,85 km Selatan Kab. Sumbawa-NTB,
891,2026-03-26,21:31:07,-8.09,117.8751,18.2,2.34,67 km TimurLaut Kab. Sumbawa-NTB,
892,2026-03-26,21:32:27,-7.74,118.6076,11.1,2.22,81 km Utara Kota Bima-NTB,
893,2026-03-26,22:20:46,-9.81,117.3167,10.5,2.48,129 km Tenggara Kab. Sumbawa Barat-NTB,
894,2026-03-26,22:31:13,-9.69,118.3632,10.0,2.34,102 km Barat Kab. Sumba Barat Daya-NTT,
895,2026-03-26,23:36:42,-8.16,117.8768,15.6,3.27,62 km TimurLaut Kab. Sumbawa-NTB,
896,2026-03-27,00:12:40,-8.26,117.78,21.6,1.87,47 km TimurLaut Kab. Sumbawa-NTB,
899,2026-03-27,03:30:49,-8.17,117.8715,10.0,2.77,61 km TimurLaut Kab. Sumbawa-NTB,
900,2026-03-27,03:49:35,-8.85,116.8733,10.0,1.96,12 km Tenggara Kab. Sumbawa Barat-NTB,
901,2026-03-27,04:47:01,-8.22,117.8332,10.0,1.81,55 km TimurLaut Kab. Sumbawa-NTB,
902,2026-03-27,04:50:31,-8.22,117.8895,22.3,2.19,60 km TimurLaut Kab. Sumbawa-NTB,
903,2026-03-27,05:03:24,-8.2,117.676,15.7,1.94,43 km TimurLaut Kab. Sumbawa-NTB,
904,2026-03-27,05:40:48,-8.27,117.7671,31.9,1.86,45 km TimurLaut Kab. Sumbawa-NTB,
905,2026-03-27,06:17:21,-8.43,119.0544,10.0,2.43,36 km Timur Kota Bima-NTB,
906,2026-03-27,06:59:27,-8.22,114.8016,10.0,2.37,24 km TimurLaut Kab. Jembrana-Bali,
908,2026-03-27,08:15:35,-8.19,117.7214,10.0,2.02,47 km TimurLaut Kab. Sumbawa-NTB,
909,2026-03-27,09:03:54,-8.09,117.8403,10.0,2.08,64 km TimurLaut Kab. Sumbawa-NTB,
910,2026-03-27,09:29:19,-8.1,117.8472,10.0,2.61,64 km TimurLaut Kab. Sumbawa-NTB,
912,2026-03-27,10:15:00,-8.28,117.7828,36.2,1.86,46 km TimurLaut Kab. Sumbawa-NTB,
913,2026-03-27,10:15:56,-9.17,117.9818,30.3,2.19,77 km BaratDaya Kab. Bima-NTB,
914,2026-03-27,10:49:56,-8.21,114.8044,13.4,2.09,25 km TimurLaut Kab. Jembrana-Bali,
916,2026-03-27,12:17:20,-8.77,117.8117,15.8,1.81,53 km Tenggara Kab. Sumbawa-NTB,
917,2026-03-27,13:42:04,-8.55,118.7034,11.5,2.05,10 km Selatan Kota Bima-NTB,
918,2026-03-27,14:49:12,-9.39,115.1206,29.0,2.63,80 km Selatan Kota Denpasar-Bali,
920,2026-03-27,18:31:57,-8.05,117.7821,11.9,2.17,63 km TimurLaut Kab. Sumbawa-NTB,
921,2026-03-27,18:38:02,-8.17,117.8309,25.6,2.23,58 km TimurLaut Kab. Sumbawa-NTB,
923,2026-03-27,19:37:41,-8.21,114.8908,11.8,2.19,24 km BaratDaya Kab. Buleleng-Bali,
924,2026-03-27,20:04:59,-11.01,117.9258,10.0,3.19,220 km BaratDaya Kab. Sumba Barat-NTT,
925,2026-03-27,21:05:13,-8.64,117.946,11.5,1.89,48 km Barat Kab. Bima-NTB,
926,2026-03-27,22:01:24,-9.31,116.4632,59.2,3.54,70 km Selatan Kab. Lombok Tengah-NTB,
927,2026-03-27,22:13:49,-8.17,117.7177,23.3,2.15,48 km TimurLaut Kab. Sumbawa-NTB,
930,2026-03-28,01:16:44,-8.14,117.6872,10.5,2.31,49 km TimurLaut Kab. Sumbawa-NTB,
931,2026-03-28,01:28:46,-8.62,119.2211,10.0,2.11,57 km Timur Kota Bima-NTB,
933,2026-03-28,09:52:46,-8.24,114.8211,10.6,2.12,25 km TimurLaut Kab. Jembrana-Bali,
934,2026-03-28,11:16:33,-11.04,117.6874,10.0,2.95,241 km BaratDaya Kab. Sumba Barat-NTT,
935,2026-03-28,11:22:37,-7.82,118.7995,32.4,3.47,71 km Utara Kota Bima-NTB,
936,2026-03-28,12:23:38,-7.75,118.7132,40.6,2.43,79 km Utara Kota Bima-NTB,
937,2026-03-28,12:31:16,-8.93,115.7023,10.0,2.29,54 km Selatan Kab. Karangasem-Bali,
938,2026-03-28,12:33:11,-8.5,117.2749,11.7,2.58,16 km Barat Kab. Sumbawa-NTB,
939,2026-03-28,15:11:40,-8.69,117.9635,10.0,1.65,47 km Barat Kab. Bima-NTB,
940,2026-03-28,15:39:58,-8.25,117.7583,44.6,2.05,46 km TimurLaut Kab. Sumbawa-NTB,
941,2026-03-28,15:49:10,-8.22,117.7204,11.8,2.43,45 km TimurLaut Kab. Sumbawa-NTB,
942,2026-03-28,16:09:35,-7.92,117.9907,13.6,2.33,86 km BaratLaut Kab. Bima-NTB,
943,2026-03-28,17:03:40,-8.72,116.7103,16.5,1.78,12 km Barat Kab. Sumbawa Barat-NTB,
944,2026-03-28,17:41:58,-8.21,117.689,21.0,2.02,43 km TimurLaut Kab. Sumbawa-NTB,
945,2026-03-28,17:44:51,-8.34,117.5549,10.0,2.43,22 km TimurLaut Kab. Sumbawa-NTB,
946,2026-03-28,17:54:10,-8.27,115.5724,22.3,2.02,21 km Utara Kab. Karangasem-Bali,
947,2026-03-28,18:11:42,-8.0,117.2801,15.3,2.7,57 km Utara Kab. Sumbawa-NTB,
948,2026-03-28,18:51:46,-9.65,117.9175,17.8,2.49,127 km BaratDaya Kab. Bima-NTB,
949,2026-03-28,18:57:04,-9.44,115.1903,37.4,2.33,85 km Selatan Kota Denpasar-Bali,
950,2026-03-28,19:15:26,-9.35,115.1648,47.9,2.39,75 km Selatan Kota Denpasar-Bali,
953,2026-03-28,19:55:36,-8.16,117.8802,20.2,2.15,63 km TimurLaut Kab. Sumbawa-NTB,
954,2026-03-28,20:25:30,-8.21,117.824,10.0,1.83,54 km TimurLaut Kab. Sumbawa-NTB,
956,2026-03-28,21:28:21,-8.17,117.7867,28.5,2.16,54 km TimurLaut Kab. Sumbawa-NTB,
957,2026-03-28,21:37:12,-8.22,114.8028,11.7,0.78,24 km TimurLaut Kab. Jembrana-Bali,
959,2026-03-28,23:06:26,-9.44,116.6697,35.6,2.66,78 km Selatan Kab. Sumbawa Barat-NTB,
960,2026-03-29,00:43:58,-9.21,117.7727,10.0,1.96,88 km Tenggara Kab. Sumbawa-NTB,
961,2026-03-29,02:32:28,-10.99,116.9662,10.0,3.16,248 km Selatan Kab. Sumbawa Barat-NTB,
962,2026-03-29,03:32:32,-8.32,117.7719,22.2,2.53,43 km TimurLaut Kab. Sumbawa-NTB,
963,2026-03-29,04:11:34,-8.9,116.875,10.0,2.4,17 km Selatan Kab. Sumbawa Barat-NTB,
964,2026-03-29,04:26:30,-8.91,116.9389,10.0,1.88,22 km Tenggara Kab. Sumbawa Barat-NTB,
965,2026-03-29,04:56:04,-8.37,117.0575,11.5,2.67,42 km Barat Kab. Sumbawa-NTB,
966,2026-03-29,08:14:17,-8.67,118.7396,10.0,2.04,23 km Selatan Kota Bima-NTB,
967,2026-03-29,08:18:39,-8.12,117.8035,15.5,1.96,59 km TimurLaut Kab. Sumbawa-NTB,
968,2026-03-29,09:27:16,-8.15,117.6892,10.0,2.34,48 km TimurLaut Kab. Sumbawa-NTB,
969,2026-03-29,09:50:05,-8.16,117.8326,10.8,2.18,58 km TimurLaut Kab. Sumbawa-NTB,
971,2026-03-29,10:33:14,-8.69,117.9614,10.0,1.6,47 km Barat Kab. Bima-NTB,
972,2026-03-29,11:01:22,-8.03,114.6941,10.0,1.25,37 km Utara Kab. Jembrana-Bali,
973,2026-03-29,12:13:04,-8.44,116.002,14.2,1.98,21 km BaratLaut Kota Mataram-NTB,
974,2026-03-29,13:20:24,-8.19,117.6992,16.7,1.88,45 km TimurLaut Kab. Sumbawa-NTB,
975,2026-03-29,14:12:20,-8.24,117.7426,31.0,1.72,45 km TimurLaut Kab. Sumbawa-NTB,
976,2026-03-29,14:30:33,-8.17,117.8589,20.9,2.2,60 km TimurLaut Kab. Sumbawa-NTB,
977,2026-03-29,15:22:46,-8.23,114.8126,16.9,1.24,25 km TimurLaut Kab. Jembrana-Bali,
978,2026-03-29,15:29:36,-8.25,119.3144,13.8,2.16,69 km Timur Kota Bima-NTB,
979,2026-03-29,15:37:34,-8.33,115.3079,21.6,1.58,15 km Utara Kab. Bangli-Bali,
980,2026-03-29,16:45:10,-8.15,117.8487,20.7,2.11,61 km TimurLaut Kab. Sumbawa-NTB,
981,2026-03-29,16:54:36,-8.53,116.0369,16.3,1.69,10 km BaratLaut Kota Mataram-NTB,
982,2026-03-29,18:15:50,-8.46,117.0762,12.8,2.04,38 km Barat Kab. Sumbawa-NTB,
983,2026-03-29,18:17:54,-9.6,117.1468,27.7,2.7,100 km Selatan Kab. Sumbawa Barat-NTB,
984,2026-03-29,18:40:23,-8.15,117.7877,10.0,1.75,55 km TimurLaut Kab. Sumbawa-NTB,
985,2026-03-29,18:41:07,-8.24,117.85,28.1,1.87,55 km TimurLaut Kab. Sumbawa-NTB,
986,2026-03-29,19:31:52,-8.16,117.7198,12.8,2.31,49 km TimurLaut Kab. Sumbawa-NTB,
987,2026-03-29,19:53:17,-8.46,118.008,59.3,2.33,43 km Barat Kab. Bima-NTB,
988,2026-03-29,20:23:05,-9.49,117.11,28.4,2.09,88 km Selatan Kab. Sumbawa Barat-NTB,
990,2026-03-29,20:47:52,-8.22,114.7936,10.0,1.15,24 km TimurLaut Kab. Jembrana-Bali,
991,2026-03-29,21:12:25,-8.09,117.8613,21.2,3.02,66 km TimurLaut Kab. Sumbawa-NTB,
993,2026-03-29,21:30:25,-7.85,117.4521,10.0,1.94,71 km Utara Kab. Sumbawa-NTB,
994,2026-03-29,21:34:56,-11.06,117.4104,10.0,3.79,263 km Selatan Kab. Sumbawa Barat-NTB,
995,2026-03-29,22:02:19,-8.47,117.0908,14.7,1.75,36 km Barat Kab. Sumbawa-NTB,
996,2026-03-29,23:07:21,-7.98,117.5066,16.7,2.12,57 km Utara Kab. Sumbawa-NTB,
998,2026-03-30,02:16:02,-8.19,117.7146,23.5,2.4,47 km TimurLaut Kab. Sumbawa-NTB,
999,2026-03-30,02:32:20,-9.55,116.3001,31.7,2.68,94 km Selatan Kab. Lombok Tengah-NTB,
1001,2026-03-30,03:58:50,-8.24,117.7613,23.9,2.59,47 km TimurLaut Kab. Sumbawa-NTB,
1002,2026-03-30,04:18:47,-9.05,116.6912,39.0,2.4,36 km BaratDaya Kab. Sumbawa Barat-NTB,
1003,2026-03-30,05:08:43,-8.15,117.7198,18.4,2.45,50 km TimurLaut Kab. Sumbawa-NTB,
1005,2026-03-30,07:00:32,-8.22,117.8209,16.8,3.07,53 km TimurLaut Kab. Sumbawa-NTB,
1006,2026-03-30,07:40:00,-7.74,118.7944,29.8,2.86,80 km Utara Kota Bima-NTB,
1008,2026-03-30,13:39:50,-8.88,118.9542,10.0,1.78,53 km Tenggara Kota Bima-NTB,
1009,2026-03-30,14:00:17,-8.04,117.8101,11.7,3.04,66 km TimurLaut Kab. Sumbawa-NTB,
1011,2026-03-30,16:09:06,-8.18,117.7951,12.3,1.94,54 km TimurLaut Kab. Sumbawa-NTB,
1013,2026-03-30,20:25:41,-9.38,117.9504,17.4,1.89,99 km BaratDaya Kab. Bima-NTB,
1014,2026-03-30,21:47:33,-8.22,117.6784,13.1,2.11,41 km TimurLaut Kab. Sumbawa-NTB,
1015,2026-03-30,22:57:36,-8.2,117.7142,36.1,2.17,46 km TimurLaut Kab. Sumbawa-NTB,
1016,2026-03-31,00:03:44,-8.7,118.7029,10.0,1.77,27 km Selatan Kota Bima-NTB,
1017,2026-03-31,00:24:29,-8.25,117.7825,24.7,3.13,48 km TimurLaut Kab. Sumbawa-NTB,
1018,2026-03-31,00:51:55,-9.02,117.9366,27.8,2.14,68 km BaratDaya Kab. Bima-NTB,
1019,2026-03-31,01:10:56,-8.16,117.7544,21.1,2.26,52 km TimurLaut Kab. Sumbawa-NTB,
1020,2026-03-31,02:20:05,-8.73,117.9879,12.2,2.41,45 km Barat Kab. Bima-NTB,
1021,2026-03-31,03:04:33,-7.76,118.9606,40.9,2.47,82 km Utara Kota Bima-NTB,
1022,2026-03-31,03:44:54,-9.88,118.7966,29.1,2.74,66 km BaratDaya Kab. Sumba Barat-NTT,
1023,2026-03-31,04:13:35,-8.2,117.732,11.4,1.91,47 km TimurLaut Kab. Sumbawa-NTB,
1024,2026-03-31,04:51:00,-8.15,117.7975,12.5,1.91,56 km TimurLaut Kab. Sumbawa-NTB,
1025,2026-03-31,05:03:20,-9.26,118.0155,18.7,1.79,84 km BaratDaya Kab. Bima-NTB,
1026,2026-03-31,06:00:12,-7.71,118.9753,32.1,2.46,87 km Utara Kota Bima-NTB,
1028,2026-03-31,07:14:14,-8.14,117.8154,16.1,2.44,58 km TimurLaut Kab. Sumbawa-NTB,
1030,2026-03-31,09:02:33,-8.23,117.7189,22.3,2.22,44 km TimurLaut Kab. Sumbawa-NTB,
1031,2026-03-31,09:36:42,-8.41,116.0508,11.6,2.4,21 km Utara Kota Mataram-NTB,
1032,2026-03-31,10:26:23,-11.25,115.9869,38.9,4.29,284 km Selatan Kab. Lombok Tengah-NTB,
1034,2026-03-31,11:31:13,-7.71,118.0691,10.0,2.52,101 km BaratLaut Kab. Dompu-NTB,
1035,2026-03-31,11:51:26,-10.95,118.726,10.0,3.0,165 km BaratDaya Kab. Sumba Barat-NTT,
1036,2026-03-31,14:28:30,-8.35,114.7701,10.0,1.85,15 km Timur Kab. Jembrana-Bali,
1037,2026-03-31,14:34:54,-8.07,117.7154,10.0,1.63,57 km TimurLaut Kab. Sumbawa-NTB,
1038,2026-03-31,14:37:28,-8.06,117.7829,12.1,1.66,62 km TimurLaut Kab. Sumbawa-NTB,
1039,2026-03-31,14:43:27,-7.76,118.8655,21.0,2.41,79 km Utara Kota Bima-NTB,
1040,2026-03-31,16:05:15,-8.84,117.5624,10.0,1.35,42 km Selatan Kab. Sumbawa-NTB,
1041,2026-03-31,16:14:47,-8.18,114.8084,17.3,1.67,28 km TimurLaut Kab. Jembrana-Bali,
1042,2026-03-31,16:31:10,-8.32,114.9671,16.3,1.79,27 km BaratDaya Kab. Buleleng-Bali,
1043,2026-03-31,18:03:51,-8.45,117.4888,22.2,2.59,9 km TimurLaut Kab. Sumbawa-NTB,
1044,2026-03-31,18:36:25,-8.33,114.9824,10.0,2.4,27 km BaratDaya Kab. Buleleng-Bali,
1045,2026-03-31,18:54:47,-9.81,117.1038,15.6,2.48,121 km Selatan Kab. Sumbawa Barat-NTB,
1046,2026-03-31,19:23:00,-8.15,117.6807,10.0,1.7,48 km TimurLaut Kab. Sumbawa-NTB,
1049,2026-03-31,20:48:15,-8.3,117.7285,48.1,2.19,40 km TimurLaut Kab. Sumbawa-NTB,
1050,2026-03-31,21:44:18,-8.49,117.3726,13.6,1.93,5 km Barat Kab. Sumbawa-NTB,
1051,2026-03-31,21:46:56,-8.49,117.3804,10.0,2.74,4 km Barat Kab. Sumbawa-NTB,
